id,osm_id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,train,wkt
273480094-1,273480094,2783277690,7445122181,40.85032600660321,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2731907 43.7004095, 7.2731467 43.7004260, 7.2730848 43.7004212, 7.2730474 43.7004012, 7.2730229 43.7003589, 7.2729383 43.7003118, 7.2728666 43.7002765, 7.2727898 43.7002395)"
299851061-0,299851061,24624317,937862356,26.534678396347882,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2768502 43.6972361, 7.2765209 43.6972477)"
299851062-0,299851062,24635937,24624349,14.55949103125269,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2783242 43.6971024, 7.2781444 43.6971168)"
299851062-1,299851062,24624349,24624345,14.309312975754095,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2781444 43.6971168, 7.2779685 43.6971355)"
299851062-2,299851062,24624345,24624341,29.650120113127624,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2779685 43.6971355, 7.2776046 43.6971770)"
299851062-3,299851062,24624341,24624333,30.55510557206445,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2776046 43.6971770, 7.2772296 43.6972198)"
299851062-4,299851062,24624333,24624317,30.589337040310653,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2772296 43.6972198, 7.2768502 43.6972361)"
299851063-0,299851063,24635192,21990826,27.303707002465856,Allowed,Forbidden,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2771729 43.6981989, 7.2769430 43.6981948, 7.2768507 43.6981525)"
299851064-0,299851064,24635192,24624205,46.45060467163162,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2771729 43.6981989, 7.2776110 43.6983202, 7.2777184 43.6983286)"
303139345-0,303139345,3074562761,1110385904,41.04139844819407,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(7.2760837 43.7035036, 7.2761892 43.7034688, 7.2765477 43.7033506)"
303139345-1,303139345,1110385904,24328310,54.16485303766876,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(7.2765477 43.7033506, 7.2770726 43.7031802, 7.2771629 43.7031533)"
303360462-0,303360462,3077138227,7707999238,40.90288517690297,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2694008 43.6983612, 7.2695695 43.6981023, 7.2696162 43.6980284)"
303360462-1,303360462,7707999238,3077138206,84.53358918138326,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2696162 43.6980284, 7.2700527 43.6973377)"
303360462-2,303360462,3077138206,9357252326,32.147011919261665,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2700527 43.6973377, 7.2700949 43.6972687, 7.2702149 43.6970738)"
303360462-3,303360462,9357252326,9357252328,31.10814388546104,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2702149 43.6970738, 7.2703311 43.6968852, 7.2703830 43.6968226)"
303360462-4,303360462,9357252328,3077138228,18.426757923298382,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2703830 43.6968226, 7.2704017 43.6968001, 7.2704695 43.6967419, 7.2705429 43.6967076)"
303360719-0,303360719,6434161089,3077138193,9.502726860466913,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2701407 43.6972730, 7.2701355 43.6972812, 7.2700909 43.6973504)"
303360719-1,303360719,3077138193,9357252324,84.50999127435875,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2700909 43.6973504, 7.2696545 43.6980409)"
303360719-2,303360719,9357252324,3077138225,41.094934778945465,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2696545 43.6980409, 7.2696060 43.6981155, 7.2694373 43.6983750)"
303360720-0,303360720,6432527096,3077141412,6.752072345387974,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2744505 43.6976912, 7.2745279 43.6977146)"
303360720-1,303360720,3077141412,9598300454,16.181448331709102,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2745279 43.6977146, 7.2747144 43.6977689)"
303360720-2,303360720,9598300454,3077141405,127.90771446114421,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2747144 43.6977689, 7.2750665 43.6978715, 7.2756922 43.6980592, 7.2759463 43.6981392, 7.2760130 43.6981636, 7.2760908 43.6981978, 7.2761680 43.6982302)"
303360720-3,303360720,3077141405,3077141408,36.61082460284237,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2761680 43.6982302, 7.2762487 43.6982691, 7.2765316 43.6984276)"
303361127-0,303361127,444638316,3077141406,36.93596016884079,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2765113 43.6984523, 7.2762279 43.6982909, 7.2761449 43.6982530)"
303361127-1,303361127,3077141406,9598300455,127.13552096857116,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2761449 43.6982530, 7.2760730 43.6982208, 7.2759975 43.6981879, 7.2759311 43.6981644, 7.2756788 43.6980863, 7.2750498 43.6978982, 7.2746997 43.6977954)"
303361127-2,303361127,9598300455,1563211091,16.149197637066386,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2746997 43.6977954, 7.2745138 43.6977408)"
303361127-3,303361127,1563211091,6432527097,6.747286558422811,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2745138 43.6977408, 7.2744359 43.6977184)"
303361128-0,303361128,3077141408,9598300465,30.95405666543975,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2765316 43.6984276, 7.2768432 43.6985906)"
303361128-1,303361128,9598300465,1632380352,15.628113355586892,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2768432 43.6985906, 7.2770019 43.6986715)"
303361128-2,303361128,1632380352,3077139345,67.76071990077506,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2770019 43.6986715, 7.2771117 43.6987524, 7.2772291 43.6988513, 7.2775404 43.6991387)"
303361128-3,303361128,3077139345,10147520528,26.029602816976276,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2775404 43.6991387, 7.2777314 43.6993274)"
303361128-4,303361128,10147520528,10147520525,78.81737739304324,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2777314 43.6993274, 7.2780830 43.6996699, 7.2782978 43.6999047)"
303361128-5,303361128,10147520525,1631291408,27.303396760384025,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2782978 43.6999047, 7.2784849 43.7001093)"
303361128-6,303361128,1631291408,10692544035,11.579020549321852,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2784849 43.7001093, 7.2785718 43.7001922)"
303361128-7,303361128,10692544035,3077139351,72.68144418846029,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2785718 43.7001922, 7.2786359 43.7002534, 7.2788097 43.7003919, 7.2789948 43.7005063, 7.2792329 43.7006319)"
303361128-8,303361128,3077139351,259775545,70.54623293205015,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2792329 43.7006319, 7.2795234 43.7007772, 7.2799169 43.7009505, 7.2799695 43.7009750)"
303361128-9,303361128,259775545,21866792,49.65424114689125,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2799695 43.7009750, 7.2800155 43.7009960, 7.2801085 43.7010459, 7.2802117 43.7010964, 7.2802901 43.7011487, 7.2803632 43.7012272, 7.2803984 43.7012828)"
303361329-0,303361329,3077139344,3077139346,49.45901921173811,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2803562 43.7012950, 7.2803163 43.7012355, 7.2802580 43.7011729, 7.2801903 43.7011250, 7.2800884 43.7010692, 7.2799706 43.7010101, 7.2799285 43.7009871)"
303361329-1,303361329,3077139346,3077139350,70.500098787331,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2799285 43.7009871, 7.2798774 43.7009616, 7.2794808 43.7007896, 7.2791928 43.7006440)"
303361329-2,303361329,3077139350,10692544036,71.99872640718878,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2791928 43.7006440, 7.2789693 43.7005266, 7.2787781 43.7004095, 7.2785997 43.7002659, 7.2785385 43.7002080)"
303361329-3,303361329,10692544036,21990766,14.762307343661284,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2785385 43.7002080, 7.2784270 43.7001027)"
303361329-4,303361329,21990766,10147520526,24.108026174285545,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2784270 43.7001027, 7.2782592 43.6999233)"
303361329-5,303361329,10147520526,10147520529,78.84216102408669,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2782592 43.6999233, 7.2780431 43.6996925, 7.2776929 43.6993455)"
303361329-6,303361329,10147520529,1632380360,26.093427712628444,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2776929 43.6993455, 7.2775036 43.6991552)"
303361329-7,303361329,1632380360,3077139349,65.36616708921325,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2775036 43.6991552, 7.2771915 43.6988697, 7.2770842 43.6987708, 7.2769879 43.6987024)"
303361329-8,303361329,3077139349,9598300464,16.709924556538336,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2769879 43.6987024, 7.2768203 43.6986138)"
303361329-9,303361329,9598300464,444638316,30.686639067397863,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2768203 43.6986138, 7.2765113 43.6984523)"
306538786-0,306538786,24624620,24627789,24.897884204068415,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2751554 43.6973008, 7.2750650 43.6970869)"
306538786-1,306538786,24627789,24627801,24.737746671800682,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2750650 43.6970869, 7.2749711 43.6968753)"
306538786-2,306538786,24627801,24627722,29.729035474727663,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2749711 43.6968753, 7.2748516 43.6966226)"
306539897-0,306539897,24624634,24624551,33.54086555885582,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2754345 43.6972207, 7.2756420 43.6974820)"
306539897-1,306539897,24624551,24624575,33.82810441616817,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2756420 43.6974820, 7.2757868 43.6976478, 7.2758504 43.6977453)"
306648449-0,306648449,256706376,24624590,25.429917553603055,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2752946 43.6977244, 7.2755668 43.6978404)"
306648449-1,306648449,24624590,24624484,48.7187213673858,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2755668 43.6978404, 7.2758580 43.6979453, 7.2761123 43.6980300)"
306648449-2,306648449,24624484,24624470,31.285961646064962,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2761123 43.6980300, 7.2762670 43.6980861, 7.2764168 43.6981171, 7.2764640 43.6981437)"
319472302-0,319472302,3258881351,5498678607,65.49086252198862,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2754404 43.7018323, 7.2754778 43.7018848, 7.2758120 43.7023557)"
319472302-1,319472302,5498678607,3258881352,4.95338485146014,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2758120 43.7023557, 7.2758398 43.7023954)"
319472302-2,319472302,3258881352,3258881354,59.15119574232442,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2758398 43.7023954, 7.2758794 43.7024531, 7.2761662 43.7028715)"
333506250-0,333506250,3511444393,3511444396,1640.6326409250366,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2840374 43.6984120, 7.2837478 43.6985784, 7.2836814 43.6986012, 7.2835989 43.6986172, 7.2828207 43.6986897, 7.2819360 43.6987723, 7.2818488 43.6987864, 7.2817723 43.6988111, 7.2817108 43.6988452, 7.2811014 43.6996369, 7.2808119 43.7000185, 7.2806524 43.7002274, 7.2800801 43.7009638, 7.2800235 43.7010222, 7.2796805 43.7013521, 7.2795897 43.7014284, 7.2792238 43.7016691, 7.2789165 43.7018429, 7.2788537 43.7018747, 7.2777305 43.7021971, 7.2776464 43.7022070, 7.2775593 43.7022094, 7.2768780 43.7022109, 7.2767223 43.7022087, 7.2765447 43.7021818, 7.2764059 43.7021541, 7.2762800 43.7021252, 7.2753521 43.7017984, 7.2752425 43.7017658, 7.2751319 43.7017387, 7.2741804 43.7015458, 7.2740771 43.7015269, 7.2739671 43.7015123, 7.2738170 43.7014998, 7.2723431 43.7014785, 7.2708218 43.7014526, 7.2695027 43.7010222, 7.2676788 43.7004095, 7.2667227 43.7000940)"
343464662-0,343464662,3502946283,3502946285,37.97470409036819,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2710829 43.6976441, 7.2710124 43.6975776, 7.2709289 43.6975529, 7.2706784 43.6974888)"
343883930-0,343883930,1480453840,1480453841,11.181494003958338,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2787551 43.7013571, 7.2786298 43.7014005)"
343883931-0,343883931,1480453843,2541076767,17.031173624750338,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2782573 43.7015411, 7.2781275 43.7015909, 7.2780693 43.7016113)"
343883931-1,343883931,2541076767,24338109,6.42584130205759,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2780693 43.7016113, 7.2779933 43.7016290)"
344048434-0,344048434,1480453842,1480453843,10.754131215141067,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2783754 43.7014959, 7.2782573 43.7015411)"
344048435-0,344048435,1480453841,1480453842,23.06400147086429,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2786298 43.7014005, 7.2783754 43.7014959)"
344394011-0,344394011,3511444396,3406239296,1565.3919196692455,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(7.2667227 43.7000940, 7.2657530 43.6997812, 7.2652066 43.6996468, 7.2644280 43.6994554, 7.2627757 43.6990909, 7.2614427 43.6987709, 7.2601042 43.6984587, 7.2591547 43.6982376, 7.2575776 43.6978750, 7.2569888 43.6977470, 7.2566132 43.6976631, 7.2563026 43.6975725, 7.2560298 43.6974589, 7.2556176 43.6972207, 7.2553692 43.6970452, 7.2551475 43.6968375, 7.2549820 43.6966763, 7.2548345 43.6964725, 7.2542784 43.6952838, 7.2542023 43.6951607, 7.2540890 43.6950036, 7.2538790 43.6947959, 7.2536212 43.6946150, 7.2533437 43.6944276, 7.2531323 43.6943235, 7.2524419 43.6940864, 7.2506228 43.6934446)"
356971924-0,356971924,3502946285,4979116522,76.66386343799822,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2706784 43.6974888, 7.2704725 43.6974164, 7.2703926 43.6974160, 7.2703175 43.6974460, 7.2701277 43.6977426, 7.2701000 43.6977627, 7.2700585 43.6977655, 7.2700354 43.6977587)"
362625249-0,362625249,1487800763,8647093375,124.54284209301835,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2709431 43.6967902, 7.2723788 43.6972076)"
362625249-1,362625249,8647093375,5498679126,14.15233678622403,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2723788 43.6972076, 7.2725414 43.6972560)"
362625249-2,362625249,5498679126,24338576,48.73338938988358,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2725414 43.6972560, 7.2731042 43.6974175)"
362816489-0,362816489,2783277690,2783277660,10.758210310449195,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2731907 43.7004095, 7.2732900 43.7004742)"
372058762-0,372058762,1134619532,9445820343,10.598901602036545,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2782272 43.7001716, 7.2782293 43.7002668)"
372058762-1,372058762,9445820343,6983086638,94.88652856344888,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2782293 43.7002668, 7.2782398 43.7003105, 7.2782566 43.7003566, 7.2786278 43.7008906, 7.2787377 43.7010326)"
375346044-0,375346044,3787150628,4796615832,7.607407269056287,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2788378 43.7011529, 7.2788855 43.7012119)"
375346044-1,375346044,4796615832,24338106,12.00692144729851,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2788855 43.7012119, 7.2789002 43.7012297, 7.2790102 43.7012653)"
375360935-0,375360935,1134619532,4797221749,11.187753005805934,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2782272 43.7001716, 7.2782799 43.7002646)"
375360935-1,375360935,4797221749,8252112297,60.76911521858088,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2782799 43.7002646, 7.2784017 43.7004497, 7.2785066 43.7006000, 7.2786204 43.7007517)"
406053879-0,406053879,1272384812,1272384656,43.11875512213868,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2798284 43.6968610, 7.2800860 43.6967962, 7.2798295 43.6967542)"
409573842-0,409573842,4114635048,24328218,5.282452748261514,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2781505 43.6999188, 7.2781693 43.6999367, 7.2781854 43.6999588)"
409573842-1,409573842,24328218,4114635053,22.82904579168249,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2781854 43.6999588, 7.2782966 43.7000847, 7.2783229 43.7001008, 7.2783643 43.7001080)"
409573843-0,409573843,4114635046,4114635048,18.41221450118516,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2779881 43.6998023, 7.2781505 43.6999188)"
409771799-0,409771799,24328223,4114635053,12.830221351441736,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2782136 43.7001456, 7.2783643 43.7001080)"
410943340-0,410943340,4126909091,2168709621,34.27373485678319,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2784147 43.7038663, 7.2784008 43.7039651, 7.2783715 43.7041726)"
414249401-0,414249401,440116518,3077138194,8.444923484009065,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2681290 43.7006280, 7.2680328 43.7005977)"
414249401-1,414249401,3077138194,9598300381,1.6450081139961334,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2680328 43.7005977, 7.2680140 43.7005919)"
414249401-2,414249401,9598300381,3077138202,1.674664367367367,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2680140 43.7005919, 7.2679948 43.7005861)"
414249401-3,414249401,3077138202,9360004787,8.312836317651419,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2679948 43.7005861, 7.2678991 43.7005580)"
457342489-0,457342489,4535034855,4535034857,50.300609413502436,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2725386 43.7042814, 7.2730100 43.7042158, 7.2730929 43.7043018)"
458339702-0,458339702,4543670669,4543670670,31.34311789562027,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2715939 43.7043718, 7.2717293 43.7046358)"
458339703-0,458339703,276821403,4543670673,50.46784561434455,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2707706 43.7039402, 7.2710583 43.7040467, 7.2711273 43.7040690, 7.2711957 43.7040791, 7.2713540 43.7040850)"
458339704-0,458339704,24358270,276821403,31.886683871762994,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2710368 43.7041519, 7.2709711 43.7040903, 7.2707706 43.7039402)"
458339704-1,458339704,276821403,24358161,48.00068186010649,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2707706 43.7039402, 7.2703264 43.7037823, 7.2702338 43.7037523)"
458339704-2,458339704,24358161,24358158,60.52881038351391,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2702338 43.7037523, 7.2701529 43.7037261, 7.2695547 43.7035186)"
458339704-3,458339704,24358158,24619171,47.26509614214663,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2695547 43.7035186, 7.2690242 43.7033364)"
458339704-4,458339704,24619171,24345237,58.33612581612273,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2690242 43.7033364, 7.2689295 43.7033038, 7.2684300 43.7031321, 7.2683692 43.7031119)"
458339704-5,458339704,24345237,5498679644,133.44404094107242,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2683692 43.7031119, 7.2683114 43.7030927, 7.2668687 43.7026017)"
458339704-6,458339704,5498679644,440116533,7.3845741556542075,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2668687 43.7026017, 7.2668276 43.7025886, 7.2667847 43.7025750)"
458339704-7,458339704,440116533,9598300380,2.0480677494087853,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2667847 43.7025750, 7.2667614 43.7025676)"
458339704-8,458339704,9598300380,3077138201,1.8930713207578462,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2667614 43.7025676, 7.2667399 43.7025607)"
458339704-9,458339704,3077138201,24343275,8.973392502926773,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2667399 43.7025607, 7.2666378 43.7025283)"
463521944-0,463521944,24340900,4587877104,15.856062944793567,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2697253 43.6972329, 7.2696628 43.6972113, 7.2695476 43.6971714)"
463521946-0,463521946,4587877105,4905974676,13.313595967595315,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2705636 43.6975108, 7.2704504 43.6974735, 7.2704136 43.6974604)"
463521946-1,463521946,4905974676,3077138193,28.713853950297583,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2704136 43.6974604, 7.2700909 43.6973504)"
463521946-2,463521946,3077138193,3077138206,3.383937838389401,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2700909 43.6973504, 7.2700527 43.6973377)"
463521946-3,463521946,3077138206,24340900,28.818262082136336,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2700527 43.6973377, 7.2698814 43.6972840, 7.2697253 43.6972329)"
487662799-0,487662799,4801012825,4801012824,55.02656362316491,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2751969 43.7037962, 7.2752420 43.7038759, 7.2754538 43.7042543)"
487662800-0,487662800,1211061107,4801012827,69.85784251872064,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2759567 43.7042039, 7.2756321 43.7042888, 7.2751483 43.7044322)"
488956155-0,488956155,24335417,1600585524,26.080262271848227,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2688960 43.7008769, 7.2689380 43.7008019, 7.2690185 43.7006600)"
488956156-0,488956156,24335375,300891202,32.381437808665154,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2708319 43.7014988, 7.2704637 43.7013815)"
488956156-1,488956156,300891202,24335398,45.70634679803101,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2704637 43.7013815, 7.2700167 43.7012336, 7.2699473 43.7012106)"
488956157-0,488956157,4812433373,4812433372,37.84955677044982,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2755627 43.7036755, 7.2756141 43.7037610, 7.2757410 43.7039901)"
489040882-0,489040882,24334367,4812433343,37.742815266899434,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2754519 43.7025353, 7.2752508 43.7022290)"
489040883-0,489040883,24328267,25383258,57.6384030609161,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2728896 43.7014423, 7.2729347 43.7014929, 7.2731336 43.7017339, 7.2732094 43.7018289, 7.2732586 43.7018860)"
489040883-1,489040883,25383258,24328271,72.01070091057497,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2732586 43.7018860, 7.2733194 43.7019680, 7.2735245 43.7022603, 7.2736218 43.7024129, 7.2736558 43.7024655)"
499311187-0,499311187,4905975155,4905975129,12.883667536455658,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2783130 43.6985422, 7.2781720 43.6985970)"
499311188-0,499311188,4905975129,429825315,3.092342165984571,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2781720 43.6985970, 7.2781414 43.6986138)"
499311193-0,499311193,4905975200,4905975205,95.71709504347913,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2802994 43.7013301, 7.2799063 43.7014471, 7.2796582 43.7015210, 7.2796496 43.7015062, 7.2795689 43.7013675, 7.2794660 43.7011905)"
499311194-0,499311194,4905975206,4905975208,41.69506451362313,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2793808 43.7010614, 7.2791861 43.7007143)"
499311195-0,499311195,4905975209,4905975211,71.18126991605888,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2795211 43.7006242, 7.2798264 43.7005328, 7.2800117 43.7004774, 7.2803383 43.7003796)"
499650582-0,499650582,7170685622,7170685630,8.704999346100754,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2692604 43.6979974, 7.2693042 43.6979259)"
499650582-1,499650582,7170685630,9357252321,17.270944638239648,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2693042 43.6979259, 7.2693533 43.6978458, 7.2693925 43.6977845)"
499650582-2,499650582,9357252321,4908975765,55.23352700935812,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2693925 43.6977845, 7.2694863 43.6976382, 7.2696789 43.6973336)"
